joy,planning marry
fear,no really strong emotion falling off sleep caught sight cm diameter spider crawling onto pillow beside
anger,feelings towards participation recent broken relationship
sadness,recent seriors relationship helped along
disgust,no strong emotion treatment sister dancing instructor user takes advantage good nature
shame,failing second attempt med following number difficult personal circumstances
guilt,failure complete medical course result failing fourth year twice
joy,wayne sue close friends announced guardians ther wedding
fear,car accident nearly occurred us drunk driver coming opposite direction missed us approx m collided rolling twice midair nearby scrub
anger,boyfriend lied
sadness,boyfriend took father grave
disgust,boat trip saw mother giving young child aprox years cigarettes
shame,harassed boy sexual refer guilt
guilt,grade late home school every day weeks harassment grade boy lied mother why home late
joy,getting job
fear,small car accident black ice road cars front us started car front turn followed ended gully
anger,people hunting animals
sadness,grandfather sick died felt sad though sick
disgust,people spitting railway stations
shame,falling over
guilt,eating much felt guilty afterwards knew overeaten putting much weight
joy,last year second semester results came ecstatic
fear,sleeping room woke middle night think could hear noises see shadows moving felt someone house
anger,school couple years ago acquaintance told lies teacher told friends overheard conversation
sadness,grandfather died lived almost recluse not caring well dad helped much could save unexpected death second de facto wife lucky jailed
sadness,penultimate job responsible sections several employers several years dedication dismissed new chef saying incompetent
disgust,assisted scene police attacked person documents savagery much attacked person bleeded much
shame,party friends got completely drunk
guilt,homes yard plaing football cousin certain quick ball went uncontrolled putting killing
joy,get something seemed hard like getting job boyfriend etc specific sutuations started date boy liked long time
fear,assume position expect
anger,dismissed unjustly firm worked persons problems would miss jobs occupied dismissed
sadness,felt sad give something right mine although get kind suvenir people give right
disgust,acts brutal violence generally disgusts fights phisical aggrssion etc
shame,felt ashamed certain occasion read text stop stuttering
guilt,reproved eighth grade high school
anger,talked teacher yesterday say least rude unwise irrelevant opinions friend
sadness,loss woman loved till today
disgust,sexual experience unknown woman sexual act could go away without looking backwards
shame,wanted kiss friend succeed felt shame
guilt,telephone talk agressive stupid without least reason better motive
joy,succeed writing something felt felt well happy able express something suffocating
fear,crashed car
anger,difficult moment could express correctly thought came distortions bringing highly negative distorted results
sadness,heard death somebody liked much not present either see person try share emotions friends
disgust,saw woman subjugated money not able hide hated not power get situation convenient according told
shame,somebody suddenly said something wrong moment agree exact moment needing extremely positive word
shame,mother surprised masturbating
guilt,forgot water flowers flat rebuked friends share flat
joy,final examination school glad examination over passed
fear,child nightmare time not yet able tell anybody frightened could not explain deal
anger,angry person behaved terribly ball offending relatives
sadness,grandfather died heard death bad feeling stomach felt lost something precious
disgust,brother caught spider let frog eat
shame,spoke without thinking much quite nonsense
guilt,not sure whether help old woman going flight stairs watched saw difficult
joy,one year rather bad relation father last christmas eve invited stay withhim glad fine evening
fear,live outside graz go bus one day went home bus stop alone dark go forest dark figure behind frightened
anger,sister promised help translation english german day needed told busy angry
sadness,several years ago mother died ill long time nevertheless death came unexpectedly not still not want believe true
disgust,horror spiders snakes walk wood saw body without head
shame,came home party rather drunk said things would never said normally next morning terribly ashamed said
guilt,accident happened little cousin not taken enough care fell floor hands hurt
joy,little cat sick liked much went veterinary told tend really recovered health everybody said saved life
fear,child terrible nightmare nicholas devil servant asked mother really existed said yes following nights could not sleep light left turned
anger,usually not start learning short time examination made mind try work longer time not got bad mark
sadness,friend told cousin girlfriend said treated mean nasty way surprised front people always treated friendly way sad
disgust,went sister boyfriend friend not like young man suddenly overcame kissed strong could not defend
shame,oral part final examination made mistake speaking teachers laughed
guilt,time not get well sister always grumbled said bad things mother mother always scolded
joy,passed final examination school
fear,cave excursion friends suddenly lost afraid losing way cave
anger,felt treated unjustly teacher
sadness,grandmother died stronger relation mother
disgust,molested old drunk man
shame,latin examination school
guilt,drunk much nearly got alcohol poisoning
joy,met girlfriend another town long separation
fear,went home alone early morning go wood
anger,friend unpunctual wanted prepare examination
sadness,grandparents moved another part town
disgust,butcher saw animal slaughtered blood dripping floor
shame,school bad running long distances laughed reason
guilt,take care little brother met friend not pay attention certain time hurt playing
joy,birthday old friend mine sent card not met year glad thought
fear,spent night friend secondary school told horror stories suddenly heard uncanny noises terribly frightened
anger,still attended school brother usually went see aunt show term report rewarded us money although reports good brother got money
sadness,friend pregnant lost child second month went see hospital crying felt sorry
disgust,attended school class visited institution mentally physically handicapped persons although tried control feelings disgusted
shame,party spent night friend drunk morning disillusioning friend leaving room felt shabby immoral
guilt,take care neighbour child not look time child fell hurt felt guilty
joy,good friend mine away three months met ran embraced
fear,one evening father told go cellar get beer terribly frightened idea man sitting cellar assaulting defence took empty bottle
anger,stolen bottle rum person knows well threatened call police not pay shillings
sadness,uncle died saw funeral first time people stood around open grave cried
disgust,party met girl drew told nonsense always wanted kiss
shame,put head pullover girl see breasts girl looked felt ashamed
guilt,uncle promised buy bicycle time went not received yet asked father buy later heard uncle wanted offer bicycle birthday two weeks later
joy,several days final examination school sitting airplane way greece enjoyed moment much
fear,one night lying bed awake eyes closed saw figures terrible faces black frocks bending over touching opened eyes could still see feeling somebody room terrible turned light able go sleep
anger,arranged friend go carinthia car arranged place meet bit late friend left already no money go train nearly started cry angry important go carinthia
sadness,dog shot killed roe liked much could not resign hated hunter shot
disgust,sitting watching lavatory attendant dirty started eat something dirty cup must something like lard took breadcrumbs pockets apron ate leave felt like
shame,go doctor veneral disease told doctor must infected not true ashamed tell truth
guilt,playing hurt little sister towards mother not admit fault
joy,neighbour not able set car motion snowed heavily helped thankful invited
fear,skiing friends wanted not want left behind braced followed
anger,examination got bad mark small mistake went lector wanted talk not listen sent away
sadness,cut run over car searching long time found lying kerb rather shocked angry driver
disgust,watched report el salvador tv saw people murdered terrible methods
shame,race wanted take not allowed caught disqualified friends observed
guilt,discussion reacted aggressively made impossible continue discussing
joy,birthday got present desired long time
anger,discussing something person realize person thinking over argumentations instead listening become angry
sadness,holidays leave weeks stay turkey weeks job
disgust,studied medicine several semesters always disgusted not understand why persons like course
shame,time ago tournament tactical reasons chosen play against much weaker player although would enough simply win game defeated extremely would not necessary
guilt,discussion time started quarrel least get upper hand said not important might believe time later apologized
joy,new year eve went disco friends amused got know many people
fear,go dentist touched tooth drill terribly aftaid pain would feel moment
anger,hungry wanted start eating friend called usually talks long time angry prevented eating
sadness,sister like much asked favour refused flimsy reason time later felt sorry something like sadness
disgust,way concert went man tried molest moment not care much impression fills disgust
shame,asked friend come disco wanted person know well amused others let friend sit alone although asked come
guilt,called little sister make pick toy floor still refused asked fourth time began quarrel last whole family involved quarrel trouble brewing
joy,not good last exercise singing scales well teacher seemed satisfied
fear,teacher wanted instill certain opinion certain behaviour refused afraid saw
anger,friend promised call certain time expected call impatiently vain
sadness,years ago christmas eve felt sad realized first time missed father died christmas years ago
disgust,man like drunk tried molest
shame,time everybody spoke discussed hainburg asked opinion ashamed no firm view whole thing therefor not able join conversation
guilt,therefor seperated needed warmth given male member orchestra feelings towards not deep feelings felt guilty said not radiator
joy,birthday passed glad study much lucky proof really difficult not everybody passed test
fear,midnight go bike graz alone whole distance several kilometers car followed streets went street car disappeared rest way home afraid
anger,studied almost one week difficulty passed examn angry teacher not remembered enough examn time spent studying wasted
sadness,cared horse years one day sold cried several days sad
disgust,friend mine telling jokes felt disgusting especially eating
shame,smooched man days later rather ashamed
guilt,fun tussle sister suddenly obviously hurt unintentionally ran room crying
joy,first week graz met girl got know train amsterdam graz although considered sympathetic seperated without changing adresses
fear,many years ago saw film psycho hitchcock first time saw film alone afterwards hardly dared go bed hardly able sleep
anger,got bad cold father said must crazy go motorbike temperatures answered not care cold said not care anything could leave second time said something like
sadness,home alone realized young roe approached house hid not want frighten limped time later thought already run away saw lying terrace came nearer saw terribly wounded informed ranger said roe must attacked dogs shoot
disgust,several years ago stayed friends mountains one week lived hut cook one day friend not succeed preparing spaghetti dinner terrible nevertheless ate rather much improper unsavoury conversation
shame,mother grandmother talking one grandmother friends hardly know gave deprecatory comments whereupon grandmother told man died recently
guilt,still went went family skiing went restaurant lunch suddenly father said forgotten something car gave key asked go get difficulties key already bent asked mother help tried turn key broke no second key mother blamed not say word
joy,not studied much final examination school take additional examination french oral examination not hard glad heard passed
fear,years old tonsils operated not complicated operation started afraid never forget
anger,parents divorced father pays alimony two years ago sister lives father suddenly asked mother money considered amount money mother offered small brought action against mother terribly angry sister
sadness,arranged friend go skating next day asked wake telephone twelve come home late morning next day called not home something like happened several times came conclusion one not rely anybody felt sad
disgust,whenever see spider snake feel disgusted
shame,slept boy first time felt ashamed three reasons first years old second not really like third caught napping
guilt,together two half years got know another girl not even tried conceal drew conclusions left felt bit guilty happened
joy,told would take training dogs
fear,dark cellar saw glowing red point thought person cigarette red switch
anger,man treated dog badly insulted beated dog kept lying floor tail drawn
sadness,horse liked much taken away
disgust,tv saw report church amerika priest shown performing miracles front camera felt disgusted
shame,child uncle came see us spit ran not know reason father came insisted apologizing
guilt,quarreled said unfair always started crying give
joy,able prepare better important examination not spend nitht students hostel not done months day examn somebody knocked door seven morning likes sleeping late come able
fear,studied medicine several semesters time developed great fear examinations afraid examination anatomy students examined dissecting able hear everything waiting fear turn
anger,come home evening first thing sit smoke cigarette one day found flat totally desolate state wanted tidy not finished
sadness,son mother told wanted move vienna take child means rather long distance whole family sad dumbfounded feelings intensified
disgust,near person got awkward situation showed helplessness indecision
shame,spent evening wanted go bed totally drunk next morning felt rather ashamed
guilt,threw away object belonged friend not know friend sad felt guilty
joy,long time saw
fear,first public appearance front rathe big audience
anger,angry government acted concerning hainburg especially saw discussion tv
sadness,death father died laryngeal cancer
disgust,got indecent offers
shame,bought new skis ashamed tell assistant not good skiing therefor bought racing skis
guilt,schoolmates teasing pupil not able defend well taken part
joy,thought failed examination informed mark saw passed
fear,examination fealing not learned enough
anger,playing table tennis already sure would win last lost game
sadness,grandfather funeral
disgust,cinema saw film showed person torn guts still alive
shame,sitting restaurant friends asked something thought know actually know time not able remember
guilt,appointment friend promised meet last not without informed
joy,psychical crisis met girl told almost problems finally overcome
fear,climbed cherry tree alone thick caterpillar beside fingers feel disgusted caterpillars snakes terribly afraid caterpillar crawling fingers fear almost unable climb
anger,friend mine told people slattern occurence happened time ago heard angry
sadness,grandfather seriously ill days left live always loved never told saw last time feeling omitted many things could not fly sitting forehead weak drive away sad saw
disgust,normally father never tells vulgar jokes not speak sexual things told vulgar joke really disgusted not tell friends present
shame,years old pulled trousers friend wanted know looked like mother watched punishment sent house never spoke think embarassing
guilt,told loved much wanted put end relationship long time told long time felt guilty hurt much
joy,unexpectedly met persons like much spontaneously invited integrated within group although late evening
fear,footballmatch went home car friend drove not realize drunk car madly racing several times dangerous situations told cautious not care
anger,friend mine uses butter instead oil cooking always angry unnecessary luxury recently cooking wanted use butter already put oil pan poured put butter pan
sadness,friends come see stayed several days got well left feeling emptyness
disgust,quarrel friend lived flat moved went invited friends drink last totally drunk smelled disgusting besides told lies us behaved pitied
shame,went see friend people everybody brought present onlyone brought nothing friend hospitable not show anything although knew felt
guilt,group handicapped people went party wanted leave not able find one people told mother would leave actually planned therefore delay
joy,quarrel fianct admitted fault everything allright first time surprised coffee cake bunch flowers
fear,beaten first time always trembled somebody knocked door heard steps coming nearer
anger,not eaten anything days able pay fine fianct stayed another town spent one thousand shillings restaurant time
sadness,give love not work well
disgust,insulted without reason drunk man
shame,boyfriend drunk much beaten show letter door almost crashed felt ashamed
guilt,spied fianct terribly jealous later saw no reason
joy,sister daughter saw baby first time pane glass looked
fear,mother sister sitting sitting room watching film tv father came home drunk told us turn off not switched off fuse started shouting sitting dark afraid would us harm
anger,bought aquarium made much pleasure watching fish father came asked much payed said would not pay current would require
sadness,years old got cat days died sad nursed taken veterinary vain although short time liked much
disgust,grandmother years old lived us several years saw illness not even want breath air smelled presence
shame,attended first form learned write pens smeared everything written friends written well wanted know why teacher looking ashamed
guilt,spent holidays seaside sister friend wanted go bay undangerous way wanted arrive went shorter dangerous way arrived found nobody waited long time nobody came way back met mother searching desperatly not scold saw much worried
joy,mystic vision melted dazzling light omitted perfect love physical experience became unimportant heard saw words overcome egotism feeling joy remained month experience
fear,swimming instruction take header springboard usually refused least forced
anger,played chess championship disturbed people asked quiet vain
sadness,replaced new one
disgust,child sometimes forced eat things disgusted
shame,years old friends family come watch tv lay floor moved pelvis people gone mother told looked wanted make sex
guilt,shirked gymnastic lesson met director school asked
joy,situation seemed hopeless moved back parents father went without saying anything normally ofter grumbles
fear,lived flat couple woman jealous sometimes crying fits eventually husband could not stand wanted kill
anger,big family grandmother funeral met everybody pretended mourning reality like everybody wanted show
sadness,often dog treated badly owner comes us
disgust,pleasant evening friends flat one not want leave wanted sleep said fallen love felt alone
shame,look came training lesson not trained one week totally stiff ashamed
guilt,sisters asked fetch discotheque km off thick fog snowfall not enough room car asked go not way make feel guilty
joy,heard passed final examination school success
fear,final examination
anger,mother kept
sadness,father died
disgust,worked sevice saw first exitus
shame,made fool examination
guilt,wrongly explained someone important exemple examination
joy,last year went see friends yugoslavia two girls get along well
fear,went urologist afraid several reasons first time medical might painful uncertainty someone informed
anger,not understand angry problems seperated could not resign
sadness,friend years old died
disgust,army got certain dish dinner not like not obliged eat hungry
shame,pay fine speeding
guilt,friend years old died leukemia not known ill therefore not cared
joy,got young dog
fear,afraid went doctor
anger,accident damage car body
sadness,dog died cerebral tumor
disgust,worked service disgusted patient whose outward appearance distasteful
shame,child medical undress examined several doctors
guilt,classmate wanted sit pulled chair away slightly injured
joy,heard good friend abroad long time would come see
fear,first oral examination long time especially one day examination feeling not studied enough not enough time make
anger,heard friends grumbling adjoining room although behaved friendly way present
sadness,brother died
disgust,read murderer brutalized victims cutting open stomaches taking bowels
shame,child told mother lie found
guilt,father alone long time mother sister holiday not seen long time finally called realized sad
joy,unexpectedly got present father
fear,go lonely streets middle night
anger,promised come home not return midnight consumed lot alcohol
sadness,relative like much left united states
disgust,walking street slipped dung dog not fall felt disgusted bad smell sole
shame,persons important came see not washed dishes
guilt,looking cousin little daughter fell slightly injured cried vociferously
joy,met good friend not seen long time
fear,got lost foreign town not know language country took hours meet friends
anger,friend promised get book important work forgot
sadness,dog eleven years died watched soporification
disgust,drunk man bumped wanted grip fortunately able break loose
shame,stayed nudism beach man watching disagreeable way feeling examining body
guilt,quarrel father depressed somebody treated injustly argument impossible help
joy,friend came see stayed abroad waited station
fear,motor accident spit blood
anger,office application made turned scrupulous interpretation rules
sadness,uncle died felt sad funeral
disgust,saw drunk man tottering behind wife insulting awfully
shame,oral examination shook professor hand stretched
guilt,spread abroad intimate secret
joy,bought christmas present way home really glad found suitable thing
fear,fear appeared form jealousy afraid fallen love another man afraid lose
anger,angry watched austrian skiers dropped
sadness,holiday met friend tried commit suicide left hospital lips trembling looked miserable
disgust,way home middle night saw drunk man woman quarreling beating shouting felt disgusted especially treated degrading way
shame,live one flat another couple get along well usually share everything two sitting room eating cake others came
guilt,visit friends baby baby crying another room soon became quieter seemed would fall asleep went room baby lying started crying
joy,went fetch station train arrived saw descending running felt glad
fear,wanted go house suddenly big dog standing beside hardly moving not know would react later
anger,father bought many goods shop not enough space store
sadness,friend died cancer years old
disgust,party saw two persons fight aggressions hate persons produced unpleasant impression
shame,discussion said something rather stupid unnecessary
guilt,driving car wanted pick something floor car drove thought not done felt guilty
joy,birthday friend came see unexpectedly brought flowers usually not see often
fear,awakened dream middle night dreamt stranger house
anger,promised come hours late
disgust,heard murder girl
shame,broke piggy bank brother mother discovered
guilt,sitting restaurant friends knew meantime must come flat found door closed
joy,away long time friend told passed written examinations
fear,recently younger brother disappeared two days without leaving trace usually tells wants something like therefore afraid something happened
anger,played chess brother made stupid mistake won
sadness,really felt sad grandfather funeral long time suffering died cancer
disgust,years ago served army collegue denounced delict usually committed arrested days still detest man
shame,went home totally drunk roused neighbours sleep
guilt,puberty smashed favourite toy little brother fit rage
joy,disappointment private life friend studies vienna came see spontaneously
fear,oral examination not take eventually
anger,friend promised give lift graz sure called went told promised another person give lift
sadness,sad relations friends not good
disgust,think hardly situation felt disgusted perhaps saw big spider
shame,left wanted persuade stay
guilt,promised mother come home birthday last prevented nevertheless would possible go not
joy,seeing relations overseas years
fear,unknown person knocking repeatedly backdoor no one else home
anger,boyfriend chatting another girl
sadness,friend breaking boyfriend
disgust,accidentally seeing friend compromising situation stranger
shame,parents finding smoked
guilt,not thanking relatives favor done
joy,emotional reassurances spouse
fear,movement bush late night camping
anger,heated discussion spouse concerning new house
sadness,loss close relative
disgust,price charged work car
shame,caused fault not following instructions carefully
guilt,losing temper spouse
joy,night spent group friends
fear,car came close hitting whilst crossing street
anger,friend gone way something not bother acknowledge efforts treated badly thereafter
sadness,girlfriend ended relationship abrupt unexpected manner
disgust,friend reacted childishly yearrs old not responding favour request asked money refused reaction quite childish
shame,one occasion whilst engaging horseplay girlfriend caused physically harmed
guilt,borrowed money friend not pay back debt said would
joy,getting phone call old friend
fear,giving seminar rather large audience
anger,stopped police traffic offence think committed
sadness,death parent
disgust,social event none guests would help serve food clear tables beneath
shame,mother small child found shaking child exasperation could get sleep
joy,satisfactory result university subject communicated phone
fear,passenger accelerating runway almost point pilot suddenly braked put engines reverse thrust obviously urgent attempt stop aircraft hostesses show signs concern first thought something runway path danger hitting
anger,person walking dog allowed defecate footpath outside house although happened first time witnessed skills learnt py thrown window indifference protestation obvious
sadness,walking old mining area unwittingly disturbed wallaby resultant flight accidentally fell deep mine shaft investigation seemed uninjured impossible wallaby get get shaft prevent suffering slow death shot
disgust,colleague sitting bench next old man shopping centre old man coughed spluttered somewhat fingers removed resultant phlegm mucous mouth transferred onto armrest bench
shame,promised contact friend particular matter certain date thought no friend reminded date passed
guilt,neighbour complained smoke backyard incinerator entering house change wind direction lit fire originally checking wind would not blow smoke direction
joy,birthday close friend sent huge bouquet flowers
fear,heard women raped uni near usually park car walk night although danger unnerved days fearful whenever walking area
anger,person going let situation depending show respect care
sadness,found person went school died car accident
disgust,heard way parent friend mistreated caused great instability
shame,realised become emotionally involved person going began like someone else questioned whether really care person
guilt,came late one night morning parents waiting not much angrgy disappointed
joy,one friends breakfast restaurant spontaneous lots fun
fear,walking home late night lectures someone deliberately started following dark scared
anger,one close friends saying like way nice people know nasty
sadness,leaving melbourne move interstate leaving relatives friends behind
disgust,disgust girl know continually feeling sorry never acting positively something problems
shame,ashamed horrible way used treat little sister
guilt,often forget give immediate family birthday presents
joy,noticed meryl streep similar cheekbones jaw structure
fear,not recall scared near past
anger,disgust
sadness,girl fond not initiate conversation expected tutorial
disgust,realised someone insidiously attempting shit off disgusted afforded no excuse
shame,not seem feel emotion shame guilt fear far
guilt,not recall feeling guilty near past
guilt,remark subject may not taken exercise seriously
joy,complimented called delightful
fear,mother angry over friends boyfriend
anger,anger towards lover late
sadness,death twin sister suicide
disgust,disgust consistently making foolish errors communicating others asking kg nuts wanted g
shame,rude mother time needed comforting not anger death sister
guilt,guilt not written sister months died
joy,current lover busy work study not time alone together almost month one afternoon recently made love hours showered ate together
fear,workmate antagonistic weeks reacted violently criticisms work standards
anger,heated argument lover whose intention marry near future rejected started cry stopped crying moment said got
sadness,alone parents house made plans spend afternoon lover plans lover cancelled watching movie considering life circumstances pressures examinations particular
disgust,discovered pornographic literature workmates drawers literature featured pictures naked women defecating one another
shame,upon returning journey two weeks duration found collection pornographic literature removed room previously thought no one aware existence material
guilt,mother father forbidden ride scooter road transgressed together wild kids across street riding scooter steep hill near house mother sent boy next door collect severely scolded
joy,blank
fear,going glass door sustained number serious cuts gaping open
anger,mother person sharing housing accused trying rip off over payment bills
sadness,watching programme starving refugees plight source sadness
disgust,girl staying sex person nights running brother following night back
shame,argument acquaintance accused insulted parents sex house overheard
guilt,girl seen period time told pregnant abortion father
joy,boyfriend last told loved gave impulsive kiss
fear,boyfriend leaving go home one night deep sense uneasiness unwarranted fear would see
anger,anger boyfriend best friend alienating blaming personality changes boyfriend changes boyfriend attitude obvious egoistical attitude lost one best friends girlfriend
sadness,death paternal grandmother close died cancer
disgust,disgust oneself intoxicated enough go bed stranger
shame,feel shame every time think dear friends mine abroad family year years later attempted not actually gone corresponding express feelings gratitude
guilt,told hurt wearing something given another guy unaware actions really not considered fact given might see still respected opinions
joy,thought high school love mutual emotion
fear,surf ski rather large waves strong current separated ski began drift slowly actually rather quickly away sea direction drifting taking straight over reef rather large sharks constantly caught alone no one help
anger,enjoying company bird life eating lunch park group people began throwing sticks birds no reason satisfaction seeing scared away
sadness,left sister house staying days two little boys warm people family time need sort contact grew fond children no not paedophiliac
disgust,father revealed inconsistent morals
shame,woke night drinking could remember discovered several untoward things occurred
guilt,leaving home mother thought no reason go felt rejecting constantly depressed person bit felt guilty given additonal problem
joy,got top mark exam
fear,brother driving brisbane drove back onto road perhaps cutting off another car not noticeable driver best drive us off road hour
anger,corner shop patronise regularly note purchased worth goods really needed keeper made sarcastic remarks others people using cash notes
sadness,mother died cancer year illness think pregnant moment sadness next morning sun rose
disgust,lecturer great detail spoke sexual experiences
shame,walking outside union refec rain tripped fell
guilt,stole mother purse bar
joy,sailing boat night full moon listening pink floyd drinking good wine good company boat steered autopilot full eclipse moon
fear,fear sexual overtures close relative family
anger,rights use shared house usurped pure selfishness
sadness,rejection ignored loved person held great esteem
disgust,viewing nuclear war film threads
shame,following heavy stirring ridiculing close friend vulnerable attack inspiring fierce defensive
guilt,guilt pressed another person personal extent person made feel
joy,family member survived operation
fear,walking car night thought followed
anger,walked teenage patient mine work hospital going office drawers removed money purse
sadness,death grandmother
disgust,became aware acquaintance stolen friends
shame,caught cheating diet
guilt,shown anger toward dog killed later day
joy,close married friend first child
fear,stranded north fraser island submerged wd hire vehicle
anger,not alowed school camp class years stayed due illness
sadness,funeral friend years old killed motorcycle accident
disgust,female friend violently ill return journey wedding reception attended getting car home took quite
shame,cheating minor geography exam school
guilt,able see girlfriend birthday late arriving home uni phone arranged certain time rang meantime
joy,received offer work
fear,taking trip crocokile country fell boat motivated fear eaten perform great swimming feats
anger,last night finding someone house eaten entire packet almonds bought family treat
sadness,loss father died massive sudden heart attack
disgust,party celebrating friend birthday upon leaving found people outside throwing unconscious
shame,heated argument sister began hitting head newspaper holding
guilt,situation stole friends wife wallet
joy,winning tight tennis match one set play team behind games won last set won match game
fear,school threw duster another child hit head blow caused flesh wound afraid would happen teacher found circumstances
anger,finding subordinate work still not willing cooperate discussions try resolve attitude problem
sadness,death family dog
disgust,friends dinner one threw beer bottle air bounced expensive table damaged table person not apologise
shame,making joke friend marriage personal
guilt,carried vandalistic act windows old army location
joy,arriving new zealand teenager first overseas trip something exhilarating change scenery etc
fear,child hiking reasonably rugged bush becoming lost duration hours
anger,following argument brother broke golf clubs
sadness,leaving house female friend shared months friendship developed approach occasional instances several personal crises
disgust,discovering good friend lied resulting detrimental relationship another person
shame,no specific instances perhaps lied child resulting someone else blamed event
guilt,leaving university following exclusion lying reasons leaving lying fact excluded
joy,going friend wedding seeing many old friends known moved new district five years previously
fear,car accident travelling passenger along narrow bitumen road night trying overtake truck pulled over onto side hit wet dirt swerved back truck back onto verge over guide post ditch
anger,school shouting argument friend over ability carry particular duty correct way without harming
sadness,looking results finding failed three seven subjects
disgust,found family friends embezzelling company worked using company petrol food supplies claiming furniture crockery
shame,best friend foud lying something behind back
guilt,told authority figure large lie told believed believed never lied
joy,away holiday months friend lived interstate remembered get back phoned welcome home night arrival
fear,walking along dog barking following
anger,group assignment left work take blame mistakes
sadness,training australian championship competition year injuring weeks competiotion
disgust,someone ruining someone property fun
shame,friend giving expensive christmas gift gave cheap one
guilt,talking someone behind back
joy,captain school swimming team team two points front last relay won relay swam thus team won championship
fear,grade came home school one day told mother skin cancer would go hospital straight away
anger,brother provoked anger mother father away look accused selfish snob
sadness,shifted melbourne brisbane old school friends gave party say
disgust,picking father work passing valley watched three prostitutes walk waiting someone pick clothing disgusting
shame,good friend grew apart found running friends
guilt,guilt fighting sister telling bad
joy,won showjumping brookfield show competition stiff many riders competing
fear,holiday walking back staying night two men started closely following nobody around could run
anger,mother father split angry felt deprived different children school
sadness,terribly upset kitten got hit car die several weeks thought might put
disgust,heard one good friends party got involved undesirable characters experimenting drugs
shame,studied exam pretended sick would go school lied mother realized lying got home work found over friend place
guilt,young stole money mother purse much remember found gone felt guilty
joy,day received score acceptance chosen
fear,first day university know expect
anger,school dance supposed best friend kept walking away whenever came near
sadness,end school function celebrate leaving friends known years
disgust,watching film experimental operation cat brain cat metal pieces protruding eyes mouth etc keep head stable cut open
shame,mother asked job not require much effort part yet refused selfish reasons saw
guilt,told not take car took anyway felt guilty taken
joy,eating biscuits drinking milo chocolate energy drink made milk usually drunk warm friend college get really well withold feelings friends pretty good cheering homesick
fear,going disco wait friends separated planned meet sure even going place felt conscious alone
anger,person ignored advice not pay attention saying acted though even group work everybody right speak yet ignored made feel insignificant
sadness,friend mine psychiatric problems mother death ages ago really quiet relates back childhood feel sadness lead normal life seems unfair
disgust,school thing people age could think getting rolling drunk could good time without firstly getting drunk
shame,girl yelled something group guys knew sounded really childish
guilt,tell parents exacly made late getting home one night left details somehow felt lied
joy,getting good mark subject worked hard expected moderate mark
fear,cleaning pile junk house huge spider jungle spider ran near not like even small spiders
anger,hardware store trying convert imperial metric measurements made mistake buy enough tiles bathroom angry hope maths teacher
sadness,father died last year severe illness
disgust,py film session tuesday one films shown experiment live cat involving strapping machine possibly days things brain
shame,several years ago caught riding train without ticket treated like criminal almost
guilt,walking quite quickly unthinking children playground toddler ran front knocked over hit head quite hard began crying
joy,got good reaction tutor tutorial group presentation given worried
fear,man yelling outside window yelling threats though not
anger,going away weekend leaving college room open returned several friends party leaving mess
sadness,passing away father
disgust,party boys telling revolting stories girls
shame,getting slightly intoxicated ball
guilt,felt guilty going studying presentation give wednesday next week
joy,received results final examination higher school certificate received mark beyond wildest expectations
fear,walking around university night previously warned rapes etc
anger,received mark well requirements course wanted enter yet not accepted anger injustice receive early release marks
sadness,left friends school break knowing would probably go separate ways none see one another long time
disgust,father yelled accused sister friend over phone something know anything
shame,little placing lolly varnish pulled off admit guilt
guilt,felt guilty skipped two hour practical class knew would miss information not know could cope going
joy,got first semester university
fear,tender age eleven friend left party proceeded walk dark secluded streets bad neighborhood find telephone recent spate horror movie watching occurred
anger,situation whereby friend actions deliberately against wishes no regard feelings
sadness,broke boyfriend seven months indepth relationship feelings grief loss over felt immense sadness
disgust,situation ignored beliefs principles trip whimsy
shame,bacame involved boy brief moment not liked needed sort company consequences expected caused much shame
guilt,ignoring
joy,getting back boyfriend year away apart
fear,luggage checked customs
anger,friend would speak would tell why
sadness,thinking friends overseas
disgust,hearing filthy situation over phone
shame,sending pictures home put much weight
guilt,borrowed someone else towel without asking
joy,opened te score envelope saw got physiotherapy
fear,bringing shopping nearly stood snake
anger,accused bitching best friend
sadness,senior dinner separated school friends nothing ever
disgust,night club watching little tarts trying earn living
shame,little mum caught telling lie broke cup
guilt,used tell mum going somewhere else going
joy,brothers passed exams able graduate courses
fear,caught elevator got stuck floors
anger,put tennis team standard
sadness,father died
disgust,seen people drunk making fools
shame,friends rude girl
guilt,rude mother got angry
joy,present boyfriend asked initially go waited long time occur
fear,somebody broke home one night mother sister gone bed
anger,sister lost favourite jumper party failed tell several days happened
sadness,father passed away cancer extremely saddened not old made matters worse actual death horrendous moving funeral saddened
disgust,walking along beach boyfriend saw people sex sand dunes full view everyone fact chose area sex disgusted
shame,told sister slept boyfriend first mad felt shame act not guilt
disgust,stayed coast weekend friends brother came drive home rude hurry rejoin friends embarrassed family involved extremely nice hospitable
shame,allowed boyfriend touch briefly
guilt,ate biscuits one night tea watching tv know why
joy,saw brother church publically accept jesus christ saviour lord
fear,seven years old swimming outside flags gold coast caught rip taken could swim well older friend swam saved
anger,school write essay something wrong wrote essay mistreated got saturday morning detention along kids show
sadness,one closest friends died unexpectantly
disgust,saw male engineer one year came back find female know personally
shame,dad went sports day parent cheering us
guilt,owned shop used serve occasionally sometimes took lollies stand dad caught one day
